city,state,time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum
Cincinnati,OH,2023-05-20,17.4,20.6,13.0,17.6,18.6,27.32
Cincinnati,OH,2023-05-21,16.1,23.1,8.7,0.0,9.3,29.4
Cincinnati,OH,2023-05-22,18.9,26.5,11.8,0.0,16.1,27.37
Cincinnati,OH,2023-05-23,19.9,26.5,13.0,0.0,12.1,25.57
Cincinnati,OH,2023-05-24,20.8,27.5,13.0,0.0,19.5,25.08
Cincinnati,OH,2023-05-25,16.0,21.6,10.7,0.0,18.9,29.43
Cincinnati,OH,2023-05-26,16.9,24.4,9.3,0.0,18.8,29.69
Cincinnati,OH,2023-05-27,18.4,25.0,11.5,0.0,14.5,25.24
Cincinnati,OH,2023-05-28,17.2,20.9,14.9,0.0,12.7,10.66
Cincinnati,OH,2023-05-29,20.4,28.8,12.3,0.0,12.1,28.61
Cincinnati,OH,2023-05-30,22.8,29.3,15.5,0.0,13.2,27.14
Cincinnati,OH,2023-05-31,24.3,30.8,17.6,0.0,13.8,27.86
Cincinnati,OH,2023-06-01,24.1,31.1,16.9,0.0,12.9,27.38
Cincinnati,OH,2023-06-02,24.9,32.6,15.1,0.0,13.3,29.84
Cincinnati,OH,2023-06-03,25.9,32.9,19.1,0.0,16.3,26.04
Cincinnati,OH,2023-06-04,24.1,30.6,17.7,0.0,18.3,29.88
Cincinnati,OH,2023-06-05,21.8,28.1,15.2,0.0,14.8,26.57
Cincinnati,OH,2023-06-06,21.9,29.4,14.6,2.3,19.9,27.63
Cincinnati,OH,2023-06-07,19.2,24.6,14.8,0.6,14.3,24.47
Cincinnati,OH,2023-06-08,18.1,24.1,11.4,0.0,15.4,29.63
Cincinnati,OH,2023-06-09,19.4,25.8,12.1,0.0,12.0,30.34
Cincinnati,OH,2023-06-10,21.4,28.7,13.8,0.0,8.3,30.02
Cincinnati,OH,2023-06-11,19.0,24.9,16.2,25.3,17.3,10.13
Cincinnati,OH,2023-06-12,16.7,19.2,13.8,1.0,22.1,18.83
Cincinnati,OH,2023-06-13,18.1,24.4,11.7,0.6,34.9,22.63
Cincinnati,OH,2023-06-14,20.8,24.7,17.5,0.9,23.0,22.96
Cincinnati,OH,2023-06-15,21.0,28.1,13.1,0.1,11.3,26.62
Cincinnati,OH,2023-06-16,19.3,24.6,14.1,0.0,16.9,23.08
Cincinnati,OH,2023-06-17,19.6,25.8,12.5,0.0,9.6,30.2
Cincinnati,OH,2023-06-18,21.9,28.8,14.2,0.0,12.2,29.65
Cincinnati,OH,2023-06-19,20.1,23.0,17.6,21.6,16.7,8.21
Cincinnati,OH,2023-06-20,21.9,26.7,19.2,7.7,18.8,19.91
Cincinnati,OH,2023-06-21,23.0,27.9,18.6,8.1,22.7,24.29
Cincinnati,OH,2023-06-22,18.9,21.4,16.0,0.0,14.1,12.68
Cincinnati,OH,2023-06-23,20.5,24.6,17.6,3.0,9.8,15.68
Cincinnati,OH,2023-06-24,23.5,29.8,18.1,0.3,13.1,25.26
Cincinnati,OH,2023-06-25,24.1,30.2,18.9,11.0,22.0,20.84
Cincinnati,OH,2023-06-26,22.8,27.6,19.7,7.3,26.4,24.07
Cincinnati,OH,2023-06-27,21.1,25.1,17.4,1.9,21.5,20.91
Cincinnati,OH,2023-06-28,21.9,27.8,15.9,0.0,10.0,27.87
Cincinnati,OH,2023-06-29,23.4,30.7,18.3,0.8,13.7,19.37
Cincinnati,OH,2023-06-30,25.0,30.4,20.8,6.3,15.0,22.28
Cincinnati,OH,2023-07-01,24.6,29.8,21.1,19.9,18.9,18.39
Cincinnati,OH,2023-07-02,23.9,28.3,21.6,7.2,28.8,18.18
Cincinnati,OH,2023-07-03,23.9,27.8,20.8,2.9,17.0,23.1
Cincinnati,OH,2023-07-04,24.7,30.0,20.1,0.4,9.2,25.17
Cincinnati,OH,2023-07-05,26.1,30.9,20.8,0.0,8.3,26.73
Cincinnati,OH,2023-07-06,25.1,29.1,21.4,6.0,13.4,22.03
Cincinnati,OH,2023-07-07,24.6,30.1,18.9,0.0,10.0,28.96
Cincinnati,OH,2023-07-08,23.2,29.5,20.6,4.5,16.8,15.74
Cincinnati,OH,2023-07-09,22.1,26.5,18.6,1.0,15.5,23.35
Cincinnati,OH,2023-07-10,23.2,28.5,17.0,0.0,7.6,22.59
Cincinnati,OH,2023-07-11,24.4,30.6,18.1,0.0,12.6,29.02
Cincinnati,OH,2023-07-12,25.7,32.2,19.4,0.0,15.1,27.59
Cincinnati,OH,2023-07-13,26.0,32.0,23.1,1.1,15.8,22.05
Cincinnati,OH,2023-07-14,26.2,32.7,19.9,3.6,9.7,27.99
Cincinnati,OH,2023-07-15,23.1,25.4,21.7,12.7,11.7,8.27
Cincinnati,OH,2023-07-16,24.8,30.4,20.0,0.0,19.1,27.31
Cincinnati,OH,2023-07-17,24.0,29.5,20.2,5.6,14.8,23.94
Cincinnati,OH,2023-07-18,22.8,29.3,18.6,6.0,18.4,20.45
Cincinnati,OH,2023-07-19,23.9,29.4,20.0,0.8,11.3,20.83
Cincinnati,OH,2023-07-20,25.7,32.1,20.8,5.3,16.3,24.29
Cincinnati,OH,2023-07-21,23.1,27.3,19.2,0.0,14.7,23.35
Cincinnati,OH,2023-07-22,22.4,27.3,17.4,0.7,7.7,25.06
Cincinnati,OH,2023-07-23,23.4,29.5,17.6,0.2,12.2,25.65
Cincinnati,OH,2023-07-24,23.2,29.9,19.0,4.2,14.9,20.7
Cincinnati,OH,2023-07-25,24.5,31.1,18.4,0.0,8.4,27.41
Cincinnati,OH,2023-07-26,26.9,33.3,20.3,0.8,24.3,22.69
Cincinnati,OH,2023-07-27,27.0,32.7,24.4,2.5,22.6,19.81
Cincinnati,OH,2023-07-28,27.1,33.2,23.6,7.7,13.1,21.24
Cincinnati,OH,2023-07-29,27.5,32.1,23.4,0.0,18.0,24.71
Cincinnati,OH,2023-07-30,25.2,30.0,20.3,0.0,12.9,25.66
Cincinnati,OH,2023-07-31,23.3,28.3,18.8,0.0,15.3,27.14
Cincinnati,OH,2023-08-01,22.4,28.7,16.1,0.0,10.0,27.59
Cincinnati,OH,2023-08-02,23.6,30.5,16.8,0.0,11.0,25.62
Cincinnati,OH,2023-08-03,25.0,31.1,19.5,0.0,9.4,26.33
Cincinnati,OH,2023-08-04,25.8,32.2,19.4,0.0,9.7,26.42
Cincinnati,OH,2023-08-05,26.7,33.9,20.7,0.2,15.9,20.92
Cincinnati,OH,2023-08-06,25.3,30.1,21.4,3.9,21.8,23.55
Cincinnati,OH,2023-08-07,22.6,25.3,20.1,46.7,18.9,16.06
Cincinnati,OH,2023-08-08,22.1,26.9,18.0,4.6,11.6,22.63
Cincinnati,OH,2023-08-09,22.7,28.7,18.3,8.0,16.9,20.69
Cincinnati,OH,2023-08-10,22.6,26.9,19.5,1.7,19.1,18.9
Cincinnati,OH,2023-08-11,24.4,29.3,19.2,0.0,12.7,23.22
Cincinnati,OH,2023-08-12,26.0,31.9,21.7,0.6,23.9,19.94
Cincinnati,OH,2023-08-13,25.0,31.0,17.4,0.0,11.2,24.67
Cincinnati,OH,2023-08-14,23.7,29.0,20.9,29.7,17.2,13.62
Cincinnati,OH,2023-08-15,20.6,22.9,17.2,0.8,22.4,16.68
Cincinnati,OH,2023-08-16,21.0,26.4,15.9,0.0,9.5,20.2
Cincinnati,OH,2023-08-17,21.8,28.5,17.0,2.3,25.1,22.14
Cincinnati,OH,2023-08-18,20.3,25.2,15.2,0.0,14.9,24.2
Cincinnati,OH,2023-08-19,21.1,28.0,14.3,0.0,10.7,24.92
Cincinnati,OH,2023-08-20,25.1,32.6,17.6,0.0,11.3,24.38
Cincinnati,OH,2023-08-21,27.9,33.7,23.0,0.0,7.7,22.41
Cincinnati,OH,2023-08-22,26.5,31.9,22.5,0.0,11.8,24.02
Cincinnati,OH,2023-08-23,26.9,34.0,21.1,3.8,26.4,23.04
Cincinnati,OH,2023-08-24,26.1,31.1,21.5,10.7,16.9,15.54
Cincinnati,OH,2023-08-25,28.5,34.4,23.6,2.5,16.1,18.67
Cincinnati,OH,2023-08-26,24.8,29.0,22.2,7.5,12.1,16.26
Cincinnati,OH,2023-08-27,23.0,28.0,18.8,0.0,14.0,22.45
Cincinnati,OH,2023-08-28,21.3,27.3,15.7,0.0,12.4,24.61
Cincinnati,OH,2023-08-29,21.2,27.8,15.4,0.0,10.8,23.76
Cincinnati,OH,2023-08-30,20.1,24.6,16.9,0.0,15.9,24.28
Cincinnati,OH,2023-08-31,18.7,24.9,13.0,0.0,15.5,23.15
Cincinnati,OH,2023-09-01,21.3,28.7,14.0,0.0,10.0,23.96
Cincinnati,OH,2023-09-02,24.8,31.5,18.2,0.0,13.0,21.1
Cincinnati,OH,2023-09-03,26.3,32.3,20.9,0.0,12.9,21.08
Cincinnati,OH,2023-09-04,26.4,33.7,20.2,0.0,9.1,22.28
Cincinnati,OH,2023-09-05,27.0,33.4,21.5,0.0,16.5,19.93
Cincinnati,OH,2023-09-06,24.6,29.8,21.6,13.6,15.8,13.57
Cincinnati,OH,2023-09-07,22.1,26.2,18.0,1.5,13.6,14.18
Cincinnati,OH,2023-09-08,20.9,25.2,16.4,1.2,13.7,17.29
Cincinnati,OH,2023-09-09,20.8,26.2,16.8,0.5,13.8,16.34
Cincinnati,OH,2023-09-10,20.5,26.2,15.5,0.8,12.1,19.09
Cincinnati,OH,2023-09-11,21.5,28.1,15.2,0.0,7.9,21.06
Cincinnati,OH,2023-09-12,19.9,23.1,16.9,4.7,14.3,8.98
Cincinnati,OH,2023-09-13,18.2,23.8,13.1,0.0,15.1,21.42
Cincinnati,OH,2023-09-14,17.8,23.7,12.1,0.0,11.0,19.13
Cincinnati,OH,2023-09-15,17.7,23.5,12.5,0.0,10.8,22.06
Cincinnati,OH,2023-09-16,17.9,24.4,11.2,0.6,8.3,19.81
Cincinnati,OH,2023-09-17,18.4,23.7,14.4,2.0,8.7,18.37
Cincinnati,OH,2023-09-18,17.4,22.9,12.3,0.1,13.8,19.07
Cincinnati,OH,2023-09-19,17.5,23.6,11.9,0.0,8.6,19.59
Cincinnati,OH,2023-09-20,20.0,27.7,13.3,0.0,10.8,20.3
Cincinnati,OH,2023-09-21,21.3,27.7,15.4,0.0,10.5,18.43
Cincinnati,OH,2023-09-22,21.6,28.1,16.7,0.0,13.2,19.66
Cincinnati,OH,2023-09-23,19.0,25.0,13.2,0.0,14.3,20.76
Cincinnati,OH,2023-09-24,19.6,26.4,13.7,0.0,14.7,17.71
Cincinnati,OH,2023-09-25,19.3,24.6,15.5,0.0,11.8,13.16
Cincinnati,OH,2023-09-26,19.8,27.1,14.3,21.3,13.6,17.73
Cincinnati,OH,2023-09-27,19.4,24.8,15.6,3.5,13.9,11.61
Cincinnati,OH,2023-09-28,19.5,24.1,16.7,5.7,14.9,12.24
Cincinnati,OH,2023-09-29,19.3,25.0,15.1,0.1,7.7,14.17
Cincinnati,OH,2023-09-30,20.0,26.4,14.8,0.0,9.9,17.36
Cincinnati,OH,2023-10-01,20.8,27.2,15.2,0.0,10.6,18.5
Cincinnati,OH,2023-10-02,21.2,28.2,14.9,0.0,7.8,18.29
Cincinnati,OH,2023-10-03,22.1,29.2,15.5,0.0,9.8,17.99
Cincinnati,OH,2023-10-04,22.6,29.9,16.5,0.0,14.9,17.31
Cincinnati,OH,2023-10-05,19.4,22.4,17.8,7.8,15.3,4.02
Cincinnati,OH,2023-10-06,18.2,22.7,12.6,0.2,25.5,17.28
Cincinnati,OH,2023-10-07,11.2,15.8,7.2,0.0,24.1,15.38
Cincinnati,OH,2023-10-08,9.7,12.7,6.8,1.2,27.1,8.59
Cincinnati,OH,2023-10-09,11.2,17.2,6.0,6.0,20.9,15.53
Cincinnati,OH,2023-10-10,11.4,16.8,6.3,0.0,16.2,18.0
Cincinnati,OH,2023-10-11,13.1,19.8,6.1,0.1,11.2,13.55
Cincinnati,OH,2023-10-12,16.7,25.2,10.0,0.0,14.3,16.66
Cincinnati,OH,2023-10-13,17.9,25.3,11.4,0.0,12.9,15.26
Cincinnati,OH,2023-10-14,14.9,17.5,11.0,16.0,24.0,7.12
Cincinnati,OH,2023-10-15,11.1,14.3,7.9,0.0,19.4,12.55
Cincinnati,OH,2023-10-16,10.3,12.6,7.6,2.6,18.8,5.87
Cincinnati,OH,2023-10-17,11.2,15.2,7.8,0.0,9.9,9.22
Cincinnati,OH,2023-10-18,11.5,18.1,6.0,0.0,11.5,15.67
Cincinnati,OH,2023-10-19,14.2,18.1,11.4,4.7,24.7,6.35
Cincinnati,OH,2023-10-20,12.3,15.3,10.2,4.0,20.2,9.41
Cincinnati,OH,2023-10-21,12.7,19.8,6.3,0.1,20.6,12.37
Cincinnati,OH,2023-10-22,10.7,13.4,8.2,0.1,20.5,15.59
Cincinnati,OH,2023-10-23,10.4,17.7,4.1,0.0,11.9,15.35
Cincinnati,OH,2023-10-24,16.1,24.1,9.6,0.0,11.8,13.29
Cincinnati,OH,2023-10-25,18.7,23.9,15.7,0.8,17.6,11.69
Cincinnati,OH,2023-10-26,18.9,24.2,14.9,0.0,21.3,9.73
Cincinnati,OH,2023-10-27,20.6,25.9,17.5,5.0,21.7,10.08
Cincinnati,OH,2023-10-28,16.5,18.4,12.2,5.7,15.1,5.3
Cincinnati,OH,2023-10-29,14.1,16.2,12.4,17.5,9.2,4.4
Cincinnati,OH,2023-10-30,8.1,12.6,5.5,13.5,19.0,4.52
Cincinnati,OH,2023-10-31,3.0,7.2,-0.9,0.0,23.1,13.69
Cincinnati,OH,2023-11-01,2.2,7.3,-2.2,0.0,16.9,14.05
Cincinnati,OH,2023-11-02,4.6,10.7,-0.5,0.0,16.1,13.53
Cincinnati,OH,2023-11-03,8.5,14.4,3.3,0.0,20.5,13.58
Cincinnati,OH,2023-11-04,12.5,17.8,9.2,0.0,14.3,12.22
Cincinnati,OH,2023-11-05,9.9,15.1,5.5,0.0,9.5,13.28
Cincinnati,OH,2023-11-06,12.9,21.3,5.6,0.0,23.5,11.01
Cincinnati,OH,2023-11-07,17.2,21.2,11.6,0.0,19.5,12.46
Cincinnati,OH,2023-11-08,16.5,25.3,9.3,0.0,26.5,11.16
Cincinnati,OH,2023-11-09,15.1,21.9,10.6,1.1,23.6,10.73
Cincinnati,OH,2023-11-10,10.9,15.2,7.2,0.0,13.3,12.35
Cincinnati,OH,2023-11-11,5.5,9.5,1.7,0.0,10.8,12.1
Cincinnati,OH,2023-11-12,6.7,12.4,2.6,0.0,11.9,12.11
Cincinnati,OH,2023-11-13,8.6,16.2,3.6,0.0,13.3,12.19
Cincinnati,OH,2023-11-14,7.4,14.7,1.5,0.0,9.7,12.24
Cincinnati,OH,2023-11-15,10.0,18.1,4.1,0.0,11.5,11.82
Cincinnati,OH,2023-11-16,11.6,19.4,4.7,0.0,13.0,11.31
Cincinnati,OH,2023-11-17,14.3,15.8,10.7,7.6,21.7,2.46
Cincinnati,OH,2023-11-18,6.2,10.1,1.9,0.0,17.0,11.84
Cincinnati,OH,2023-11-19,6.9,12.9,2.1,0.0,10.9,11.31
Cincinnati,OH,2023-11-20,7.6,11.2,4.8,2.8,16.2,5.35
Cincinnati,OH,2023-11-21,9.9,13.8,6.6,18.9,26.5,2.72
Cincinnati,OH,2023-11-22,6.4,9.7,3.2,0.0,17.7,7.96
Cincinnati,OH,2023-11-23,5.0,11.1,0.9,0.0,13.8,10.84
Cincinnati,OH,2023-11-24,2.8,5.9,0.0,0.0,17.7,10.27
Cincinnati,OH,2023-11-25,1.4,6.6,-2.8,0.0,14.5,10.24
Cincinnati,OH,2023-11-26,4.7,8.1,1.3,3.8,23.9,2.57
Cincinnati,OH,2023-11-27,0.5,2.9,-1.3,0.0,24.9,6.64
Cincinnati,OH,2023-11-28,-4.3,-0.2,-7.0,0.0,22.5,10.98
Cincinnati,OH,2023-11-29,-0.4,7.4,-5.9,0.0,20.1,10.43
Cincinnati,OH,2023-11-30,6.4,13.1,1.2,0.0,18.9,9.43
Cincinnati,OH,2023-12-01,8.9,11.7,6.1,7.4,17.4,1.95
Cincinnati,OH,2023-12-02,9.7,12.3,7.2,0.1,18.2,6.96
Cincinnati,OH,2023-12-03,6.5,10.2,2.9,0.0,28.6,7.18
Cincinnati,OH,2023-12-04,3.2,6.8,0.5,0.9,10.8,5.4
Cincinnati,OH,2023-12-05,3.1,7.5,-0.2,4.3,14.7,3.28
Cincinnati,OH,2023-12-06,2.4,4.6,-0.2,0.1,14.8,5.01
Cincinnati,OH,2023-12-07,4.6,11.2,-0.8,0.0,19.6,9.54
Cincinnati,OH,2023-12-08,10.2,14.7,6.1,0.0,19.7,8.88
Cincinnati,OH,2023-12-09,12.9,15.8,9.8,20.0,22.7,3.01
Cincinnati,OH,2023-12-10,3.6,8.1,0.7,0.0,17.6,5.52
Cincinnati,OH,2023-12-11,0.6,4.6,-3.0,0.0,13.8,9.54
Cincinnati,OH,2023-12-12,2.8,9.2,-1.4,0.0,16.3,9.62
Cincinnati,OH,2023-12-13,1.5,5.8,-2.8,0.0,8.7,9.56
Cincinnati,OH,2023-12-14,2.6,8.6,-3.5,0.0,7.5,9.64
Cincinnati,OH,2023-12-15,3.7,11.2,-1.2,0.0,9.7,9.6
Cincinnati,OH,2023-12-16,6.2,12.5,1.1,0.6,15.8,6.9
Cincinnati,OH,2023-12-17,8.6,11.5,5.4,8.7,17.3,5.15
Cincinnati,OH,2023-12-18,1.9,5.0,-2.6,0.8,30.4,5.66
Cincinnati,OH,2023-12-19,-2.5,1.7,-5.9,0.0,17.7,9.64
Cincinnati,OH,2023-12-20,0.7,8.4,-3.8,0.0,10.5,9.48
Cincinnati,OH,2023-12-21,3.2,9.1,-0.9,0.1,9.2,6.66
Cincinnati,OH,2023-12-22,5.3,11.5,-0.4,0.1,9.7,6.88
Cincinnati,OH,2023-12-23,7.9,10.4,5.6,8.1,12.6,3.06
Cincinnati,OH,2023-12-24,9.8,15.4,5.3,0.7,11.5,6.93
Cincinnati,OH,2023-12-25,10.3,14.2,6.7,12.4,27.9,2.89
Cincinnati,OH,2023-12-26,10.3,12.6,5.4,2.6,19.4,2.05
Cincinnati,OH,2023-12-27,5.0,9.9,2.0,0.0,9.8,9.7
Cincinnati,OH,2023-12-28,3.6,4.9,1.5,0.1,18.0,4.23
Cincinnati,OH,2023-12-29,2.5,3.7,1.7,1.5,14.0,3.32
Cincinnati,OH,2023-12-30,2.4,4.5,0.1,1.0,15.6,4.67
Cincinnati,OH,2023-12-31,2.0,7.5,-0.5,0.5,21.1,5.84
St. Louis,MO,2023-01-01,10.0,13.7,4.6,0.0,13.9,4.53
St. Louis,MO,2023-01-02,11.8,14.7,7.8,5.1,14.6,2.5
St. Louis,MO,2023-01-03,16.3,20.7,10.1,8.1,25.0,7.95
St. Louis,MO,2023-01-04,4.3,8.5,1.4,0.0,25.2,7.66
St. Louis,MO,2023-01-05,2.6,4.2,-0.5,0.0,24.0,5.08
St. Louis,MO,2023-01-06,1.7,7.4,-3.3,0.0,13.0,9.74
St. Louis,MO,2023-01-07,2.2,7.0,-1.4,2.3,15.3,7.64
St. Louis,MO,2023-01-08,1.4,5.4,-2.1,0.7,13.7,5.27
St. Louis,MO,2023-01-09,2.3,11.0,-4.2,0.0,16.4,9.63
St. Louis,MO,2023-01-10,6.8,12.8,2.3,0.0,13.7,9.95
St. Louis,MO,2023-01-11,10.4,16.5,5.4,0.0,12.0,8.51
St. Louis,MO,2023-01-12,4.7,9.7,-0.3,7.9,32.2,2.25
St. Louis,MO,2023-01-13,-0.9,3.1,-4.6,0.0,22.2,9.1
St. Louis,MO,2023-01-14,-1.6,4.3,-5.7,0.0,13.8,10.77
St. Louis,MO,2023-01-15,4.0,10.1,-1.5,0.3,24.5,10.07
St. Louis,MO,2023-01-16,10.5,14.8,7.3,5.9,29.0,3.71
St. Louis,MO,2023-01-17,6.7,11.6,3.2,0.0,13.2,10.9
St. Louis,MO,2023-01-18,4.1,6.3,2.8,20.1,20.9,1.98
St. Louis,MO,2023-01-19,3.8,6.1,1.5,0.0,35.7,4.58
St. Louis,MO,2023-01-20,1.3,5.0,-1.8,0.0,19.0,9.6
St. Louis,MO,2023-01-21,0.7,5.6,-4.5,0.0,13.7,11.47
St. Louis,MO,2023-01-22,2.1,5.1,0.1,0.2,13.7,6.58
St. Louis,MO,2023-01-23,2.1,7.3,-1.4,0.0,15.4,10.03
St. Louis,MO,2023-01-24,1.9,7.0,-2.8,2.9,11.7,7.45
St. Louis,MO,2023-01-25,1.5,3.1,0.8,14.8,21.3,5.61
St. Louis,MO,2023-01-26,-2.2,0.2,-5.4,0.1,19.8,10.16
St. Louis,MO,2023-01-27,2.8,11.4,-5.3,0.0,27.7,11.58
St. Louis,MO,2023-01-28,5.8,12.5,-0.8,0.0,24.9,11.05
St. Louis,MO,2023-01-29,0.3,7.2,-3.6,0.9,20.2,3.36
St. Louis,MO,2023-01-30,-5.8,-3.6,-7.5,1.8,19.6,4.58
St. Louis,MO,2023-01-31,-7.3,-3.3,-11.1,0.0,15.1,10.32
St. Louis,MO,2023-02-01,-4.7,1.0,-9.2,0.0,8.7,11.93
St. Louis,MO,2023-02-02,0.1,9.3,-5.9,0.0,25.1,13.18
St. Louis,MO,2023-02-03,-6.4,-2.5,-10.1,0.0,23.8,13.3
St. Louis,MO,2023-02-04,1.8,10.9,-6.0,0.0,23.5,11.36
St. Louis,MO,2023-02-05,6.1,14.1,0.5,0.0,21.2,13.41
St. Louis,MO,2023-02-06,5.8,13.2,-2.0,0.0,27.9,10.88
St. Louis,MO,2023-02-07,9.6,13.1,2.6,1.9,23.2,9.57
St. Louis,MO,2023-02-08,4.7,7.5,2.3,5.8,15.5,3.88
St. Louis,MO,2023-02-09,7.1,12.9,2.2,9.9,37.0,4.56
St. Louis,MO,2023-02-10,3.1,6.3,-2.2,0.0,17.1,10.28
St. Louis,MO,2023-02-11,0.4,7.3,-5.4,0.0,9.0,14.92
St. Louis,MO,2023-02-12,3.9,11.8,-3.7,0.0,11.6,15.08
St. Louis,MO,2023-02-13,7.2,14.0,1.6,0.0,12.9,15.0
St. Louis,MO,2023-02-14,9.0,13.2,5.0,5.1,37.3,3.34
St. Louis,MO,2023-02-15,10.3,14.5,5.4,0.0,28.1,14.82
St. Louis,MO,2023-02-16,3.6,6.4,0.4,4.0,29.3,4.74
St. Louis,MO,2023-02-17,-1.7,2.4,-5.1,0.0,25.4,15.75
St. Louis,MO,2023-02-18,3.9,11.8,-2.7,0.0,20.5,15.29
St. Louis,MO,2023-02-19,8.4,15.6,3.5,0.0,18.4,15.48
St. Louis,MO,2023-02-20,8.6,16.8,2.6,0.3,21.7,15.54
St. Louis,MO,2023-02-21,7.8,12.5,2.5,0.0,19.3,15.69
St. Louis,MO,2023-02-22,15.4,20.8,10.4,18.6,35.0,3.62
St. Louis,MO,2023-02-23,7.4,13.0,-0.4,0.0,21.4,16.52
St. Louis,MO,2023-02-24,-0.5,5.3,-5.8,0.0,18.1,16.58
St. Louis,MO,2023-02-25,4.6,10.6,0.1,0.1,11.3,16.43
St. Louis,MO,2023-02-26,7.8,13.8,1.9,3.7,19.0,10.41
St. Louis,MO,2023-02-27,14.4,17.6,10.7,7.2,41.9,10.34
St. Louis,MO,2023-02-28,9.7,15.7,3.9,0.0,19.7,17.02
St. Louis,MO,2023-03-01,11.7,17.9,5.0,0.0,20.0,15.56
St. Louis,MO,2023-03-02,6.8,12.5,0.9,6.1,19.2,17.13
St. Louis,MO,2023-03-03,5.8,7.3,2.6,63.7,40.7,3.7
St. Louis,MO,2023-03-04,6.3,15.4,-0.6,0.0,11.6,16.42
St. Louis,MO,2023-03-05,9.7,17.7,2.0,0.0,22.6,17.37
St. Louis,MO,2023-03-06,15.2,22.8,8.9,0.0,22.7,16.71
St. Louis,MO,2023-03-07,7.2,12.1,3.1,0.0,21.0,15.16
St. Louis,MO,2023-03-08,5.6,8.4,2.5,3.3,24.1,3.53
St. Louis,MO,2023-03-09,5.3,9.7,1.5,2.6,15.4,4.26
St. Louis,MO,2023-03-10,4.7,9.4,0.9,0.0,23.9,14.71
St. Louis,MO,2023-03-11,3.0,6.7,-0.5,5.0,19.6,6.73
St. Louis,MO,2023-03-12,5.0,8.7,0.9,0.7,20.7,8.47
St. Louis,MO,2023-03-13,0.6,3.4,-1.5,0.0,22.2,12.48
St. Louis,MO,2023-03-14,0.8,5.1,-3.0,0.0,11.9,16.39
St. Louis,MO,2023-03-15,4.4,12.8,-3.3,0.0,19.5,18.32
St. Louis,MO,2023-03-16,10.3,17.3,5.1,10.3,29.9,6.43
St. Louis,MO,2023-03-17,2.6,6.6,-1.7,1.4,29.8,21.36
St. Louis,MO,2023-03-18,-2.3,0.6,-6.3,0.0,27.4,20.7
St. Louis,MO,2023-03-19,-1.8,5.0,-6.5,0.0,14.6,21.91
St. Louis,MO,2023-03-20,4.1,13.4,-4.2,0.0,25.9,22.14
St. Louis,MO,2023-03-21,5.7,8.9,3.0,4.5,25.8,5.69
St. Louis,MO,2023-03-22,11.3,17.6,5.1,5.9,24.1,6.72
St. Louis,MO,2023-03-23,14.5,20.6,8.2,35.2,21.4,7.85
St. Louis,MO,2023-03-24,7.3,8.9,5.2,40.4,19.1,5.21
St. Louis,MO,2023-03-25,9.2,15.5,5.6,1.7,24.5,17.94
St. Louis,MO,2023-03-26,11.5,19.9,4.0,2.2,19.9,18.33
St. Louis,MO,2023-03-27,7.3,11.4,3.8,5.6,16.8,15.77
St. Louis,MO,2023-03-28,4.7,9.1,1.6,3.4,12.3,9.05
St. Louis,MO,2023-03-29,6.2,14.4,-1.5,0.0,12.1,22.99
St. Louis,MO,2023-03-30,10.8,18.5,2.2,0.9,29.5,20.1
St. Louis,MO,2023-03-31,17.3,22.7,12.6,17.5,36.4,12.15
St. Louis,MO,2023-04-01,9.8,14.8,4.6,0.0,41.9,17.56
St. Louis,MO,2023-04-02,10.8,19.6,1.9,0.0,24.9,23.37
St. Louis,MO,2023-04-03,17.0,23.8,10.4,7.1,28.3,22.19
St. Louis,MO,2023-04-04,22.5,28.2,16.8,1.6,35.7,19.66
St. Louis,MO,2023-04-05,16.8,22.3,8.4,15.2,35.1,11.01
St. Louis,MO,2023-04-06,7.9,12.1,3.7,0.0,14.3,20.26
St. Louis,MO,2023-04-07,8.5,16.3,2.0,0.0,12.3,23.24
St. Louis,MO,2023-04-08,10.3,18.6,1.8,0.0,15.6,24.88
St. Louis,MO,2023-04-09,11.5,19.6,3.1,0.0,18.3,24.87
St. Louis,MO,2023-04-10,13.7,22.3,5.0,0.0,13.3,22.99
St. Louis,MO,2023-04-11,16.6,24.2,8.3,0.0,14.8,23.66
St. Louis,MO,2023-04-12,17.8,25.0,10.8,0.0,15.2,24.79
St. Louis,MO,2023-04-13,17.2,25.3,8.3,0.0,13.7,25.31
St. Louis,MO,2023-04-14,18.5,24.9,10.9,0.0,14.9,22.15
St. Louis,MO,2023-04-15,18.5,24.5,13.6,17.4,26.1,17.11
St. Louis,MO,2023-04-16,8.6,15.6,5.5,2.8,34.6,10.51
St. Louis,MO,2023-04-17,10.9,18.1,5.4,0.0,28.3,26.6
St. Louis,MO,2023-04-18,14.0,23.0,5.4,0.0,16.3,25.15
St. Louis,MO,2023-04-19,20.3,27.3,12.6,0.0,33.8,24.67
St. Louis,MO,2023-04-20,20.6,26.2,13.9,11.4,32.3,16.02
St. Louis,MO,2023-04-21,14.0,19.3,9.2,0.2,18.6,20.42
St. Louis,MO,2023-04-22,7.2,9.6,5.5,0.0,27.2,16.63
St. Louis,MO,2023-04-23,7.6,13.6,1.5,0.0,22.3,22.64
St. Louis,MO,2023-04-24,8.5,16.2,0.2,0.0,13.4,24.21
